0,1,2,3,4,5,6,7,8,9
60,62,121,126,81,124,119,135,74,43
72,135,3,116,51,150,132,123,74,43
92,77,104,10,155,141,137,38,103,43
136,104,140,128,42,56,35,125,130,81
77,109,125,96,149,67,113,112,116,97
107,92,91,130,149,87,72,121,116,155
107,62,91,145,81,40,140,137,130,149
77,58,83,50,87,38,32,3,130,149
125,69,77,50,127,121,62,98,128,97
56,58,63,116,149,131,123,138,130,51
100,62,126,130,81,118,132,148,74,144
71,109,137,130,149,148,69,138,101,11
56,69,16,17,81,77,62,112,28,88
110,98,83,128,97,52,85,41,116,155
107,62,77,74,42,92,5,114,50,88
107,5,108,74,42,40,57,6,128,89
107,34,126,128,42,41,69,141,50,88
92,151,98,10,81,22,135,0,50,24
78,62,92,145,51,56,109,121,50,88
141,129,126,116,81,92,109,121,74,42
87,105,93,116,149,71,95,4,145,11
106,135,98,156,144,9,113,59,116,97
98,62,77,128,144,92,132,125,111,133
141,92,126,128,115,22,113,77,74,144
124,83,108,21,89,141,137,135,128,119
76,69,126,130,102,71,92,59,145,13
107,62,98,134,42,92,29,125,10,142
146,92,111,20,144,106,139,126,116,97
131,62,38,101,155,125,132,77,130,25
35,83,111,128,89,131,119,137,116,25
92,62,126,130,144,23,69,12,74,42
40,62,114,74,88,100,5,98,130,102
92,69,83,153,97,71,132,12,145,88
23,19,3,145,97,22,83,77,10,11
140,5,59,130,67,38,62,4,128,89
100,105,123,128,51,92,62,6,10,75
68,62,111,128,88,35,5,6,21,36
84,71,3,128,127,124,119,88,74,149
107,151,123,50,88,84,70,98,134,144
92,62,4,10,102,148,123,140,103,97
106,69,125,101,81,46,57,135,134,149
84,92,4,63,11,78,69,56,17,73
107,5,4,74,88,134,83,98,128,97
106,92,126,128,81,125,5,98,116,51
15,62,114,96,81,9,132,2,116,43
63,92,12,96,42,56,69,135,128,144
148,83,6,116,42,71,139,4,74,75
60,92,6,116,97,124,83,98,74,154
120,92,121,134,144,148,62,112,50,102
92,151,77,50,88,72,132,121,128,34
106,69,3,116,13,22,64,42,145,155
140,71,111,156,149,100,105,6,10,133
23,62,98,134,102,148,14,126,10,154
41,62,53,128,42,98,71,4,50,123
65,62,93,128,42,92,135,111,96,81
140,132,77,130,155,72,151,53,50,24
78,109,9,21,144,40,58,4,156,42
95,137,135,103,24,22,123,138,145,155
148,98,104,74,42,64,62,111,128,97
15,92,126,116,97,98,62,93,145,43
110,69,146,10,149,82,62,92,128,2
79,129,6,28,149,84,92,108,116,81
60,139,108,128,13,77,119,98,130,44
71,29,43,145,81,125,151,0,130,102
148,132,64,145,13,56,109,135,121,155
100,69,121,50,88,141,8,59,130,149
125,62,126,130,102,100,151,6,134,144
87,62,6,153,13,100,132,108,128,42
107,123,43,74,38,100,137,83,128,126
146,137,153,28,51,140,62,114,134,13
125,83,98,74,155,15,92,3,145,97
78,83,126,10,42,38,69,138,130,102
148,54,4,128,42,23,62,53,50,88
79,58,138,116,43,137,105,126,67,102
107,138,98,116,51,140,123,125,128,97
100,85,33,130,102,62,12,107,116,97
71,119,138,74,42,131,137,38,128,144
72,92,84,130,97,56,132,111,10,51
141,151,6,128,144,72,57,41,130,43
100,57,98,130,97,120,58,140,128,81
22,62,111,153,102,92,83,4,38,155
106,69,114,50,88,64,138,140,128,51
22,92,6,130,131,100,19,135,86,102
106,92,6,116,87,72,69,3,130,51
107,34,98,50,75,126,62,33,128,42
98,135,134,42,128,38,109,121,74,144
146,71,29,50,88,131,104,98,130,102
78,129,77,128,42,68,69,140,116,75
22,132,111,50,149,107,34,59,74,155
56,5,98,130,155,148,62,33,10,102
140,69,138,63,88,23,132,53,128,39
92,62,4,128,2,56,69,3,10,155
148,62,77,74,101,141,109,98,130,102
15,69,121,10,11,140,92,114,74,155
125,69,108,50,81,146,104,89,130,149
136,83,12,128,81,124,92,114,103,149
56,62,98,134,71,140,69,121,117,11
63,135,111,96,33,136,62,93,50,88
141,69,73,103,142,110,5,6,134,102
107,19,62,116,155,118,58,138,130,51
125,148,82,145,155,100,62,41,116,43
140,151,126,128,102,98,92,83,17,127
65,32,3,63,102,148,113,4,74,51
84,129,4,134,11,38,62,114,145,13
148,92,3,74,102,100,29,22,128,115
56,137,3,50,149,151,40,111,128,39
134,62,41,128,2,40,151,149,130,91
38,55,121,74,69,87,62,77,116,73
98,69,140,50,88,121,137,7,153,102
107,64,125,10,149,38,83,126,21,88
56,4,92,116,43,148,83,125,49,102
148,83,114,50,144,72,5,38,130,149
38,83,77,128,42,107,62,12,63,97
106,137,38,116,97,124,62,6,74,154
124,92,77,10,102,111,69,107,130,51
4,57,140,128,42,107,62,12,74,51
72,132,114,50,155,22,69,41,128,144
56,109,134,89,43,125,69,149,130,140
22,104,98,63,87,12,151,65,130,149
9,132,98,128,25,23,83,2,116,97
141,83,114,130,102,65,92,41,116,97
146,92,59,130,127,95,62,41,50,149
78,151,132,10,102,71,135,142,134,114
71,58,138,74,154,98,109,125,130,43
38,129,98,49,133,80,62,6,116,149
22,109,126,145,13,38,72,121,86,11
77,132,126,130,124,148,5,105,116,57
140,132,77,130,149,16,62,126,116,102
23,138,137,74,155,72,62,114,130,88
71,92,102,145,146,47,62,126,20,31
92,69,6,130,149,124,62,101,50,88
124,69,56,128,89,118,92,93,50,71
107,29,138,116,51,132,52,37,128,89
47,109,38,130,51,100,62,98,10,149
58,95,126,26,44,98,71,4,130,51
38,137,125,63,11,4,152,140,130,81
71,69,140,20,24,98,34,38,153,97
22,69,56,130,42,72,123,138,50,88
98,135,4,116,11,23,109,41,153,55
77,62,92,128,144,12,132,98,130,155
140,123,121,10,149,56,69,22,128,88
124,109,135,74,11,22,132,121,145,149
118,135,137,128,144,140,92,2,134,102
100,152,22,130,42,146,83,41,74,39
16,92,111,10,102,107,62,98,134,142
107,104,45,130,51,72,83,126,20,43
107,62,83,65,149,77,132,3,10,81
131,92,126,103,33,23,62,114,130,154
38,138,41,10,42,107,83,98,128,51
72,92,53,74,42,100,83,98,116,155
56,62,6,130,149,118,129,12,128,155
40,62,59,128,126,98,92,12,10,146
107,109,121,116,81,92,105,126,74,42
141,135,111,134,39,124,83,59,18,28
71,69,140,128,51,79,57,122,145,55
146,62,140,116,97,124,92,98,134,142
92,119,140,50,42,72,109,38,74,144
125,135,114,50,119,65,62,108,130,51
23,109,73,134,144,125,58,126,63,42
77,69,82,63,48,15,8,140,10,102
71,129,114,10,149,148,62,140,74,144
98,139,37,130,42,107,101,134,69,39
38,132,53,44,134,2,62,140,63,13
124,137,151,103,149,143,132,6,145,97
148,92,12,130,31,23,57,98,74,36
77,62,121,128,11,92,113,114,74,102
148,132,38,116,81,56,105,126,10,149
148,34,88,128,89,131,144,6,74,104
4,62,6,134,149,22,5,108,130,127
78,58,83,130,43,107,123,41,50,88
64,62,98,128,154,56,83,59,10,126
92,83,3,74,39,125,132,108,128,97
46,92,40,116,97,140,83,6,128,42
72,1,3,116,43,23,109,135,145,55
15,137,3,50,16,7,129,53,74,149
64,132,4,50,42,124,104,3,145,97
124,132,4,50,88,140,151,65,128,149
22,69,98,50,149,107,92,4,130,43
22,57,114,101,81,100,5,6,128,36
149,69,140,128,100,125,34,148,130,2
98,77,104,18,144,71,62,69,128,36
146,137,135,21,81,107,27,2,74,72
98,152,135,130,42,107,92,8,28,102
23,135,126,130,42,95,5,3,86,102
121,128,92,137,42,78,5,111,50,88
77,151,38,10,122,125,119,126,50,88
38,129,98,140,144,121,109,6,116,51
118,132,59,20,88,140,151,126,28,155
71,19,77,145,13,63,62,112,74,89
124,62,111,10,39,23,92,98,116,55
141,109,138,10,149,71,69,77,50,88
4,92,126,130,51,7,132,98,10,149
22,29,140,28,42,124,132,138,128,88
131,5,3,116,43,56,70,4,63,97
72,138,126,145,155,107,132,2,81,116
146,137,126,116,42,100,151,111,63,81
84,1,140,74,126,71,62,77,116,97
4,123,140,74,144,77,62,98,130,42
38,109,135,128,155,107,152,146,101,81
77,135,6,130,72,155,62,114,145,23
125,62,12,50,42,84,57,98,128,144
77,62,125,50,88,23,109,22,128,28
65,5,121,20,11,38,137,135,98,67
54,60,98,116,51,107,5,111,74,144
77,132,111,10,81,94,8,98,96,149
100,92,114,128,155,40,151,77,130,102
125,58,140,128,42,87,29,135,74,144
56,62,124,111,75,23,135,98,128,144
110,151,6,121,43,62,132,77,145,47
141,148,111,50,36,78,92,122,128,114
30,34,37,67,88,78,119,126,50,42
22,69,141,130,24,77,132,19,128,51
4,92,77,116,51,56,62,41,128,11
16,109,138,121,155,140,56,71,63,42
98,129,118,103,43,64,62,6,134,117
99,152,125,128,155,95,72,121,133,117
107,132,111,130,149,60,138,126,128,55
84,138,12,134,102,146,83,37,130,42
124,135,98,130,51,107,69,140,116,43
23,83,4,50,42,110,29,73,74,144
56,92,98,156,155,22,29,3,116,72
107,119,98,128,42,64,104,126,50,149
9,58,138,50,24,64,62,114,20,155
146,129,4,116,55,141,151,2,50,155
141,132,126,74,42,46,5,125,128,97
148,104,3,116,39,107,119,125,49,81
118,57,6,74,149,52,129,72,128,89
77,83,126,130,149,140,92,89,128,97
107,90,62,74,154,146,151,4,28,102
4,151,126,134,144,131,92,114,10,115
146,109,83,74,42,107,58,93,128,43
22,109,56,74,149,131,92,6,103,81
56,69,138,128,144,118,151,114,130,102
92,5,2,63,142,7,71,22,134,42
124,83,4,130,154,121,62,92,50,88
23,132,126,18,102,100,69,12,145,51
140,32,107,116,11,65,135,2,10,102
23,132,125,89,88,124,92,6,98,42
131,19,93,116,149,40,69,126,134,51
81,109,41,121,155,71,64,37,50,42
106,137,140,28,102,40,109,121,145,43
62,129,6,50,88,15,137,125,20,81
100,69,126,116,43,23,135,98,145,13
24,62,114,96,25,72,5,135,50,36
136,83,6,130,149,64,92,77,21,51
72,1,4,50,102,125,8,124,74,144
56,151,111,63,49,22,123,4,156,146
42,137,38,10,55,23,129,4,130,51
99,83,98,101,24,38,8,121,10,149
100,123,138,116,97,56,137,132,50,149
131,92,33,128,97,22,135,126,145,51
68,29,138,116,149,95,135,19,74,144
95,105,6,63,81,68,129,53,145,31
107,135,126,50,73,82,69,121,102,128
98,129,121,50,88,42,8,41,10,155
78,62,125,103,144,60,69,132,74,55
107,152,134,21,97,72,83,77,128,81
140,62,38,116,155,40,29,108,128,149
148,132,2,153,55,98,83,124,130,127
95,58,3,156,155,71,104,77,116,33
25,109,140,130,149,102,132,83,116,97
23,135,19,89,119,124,132,6,10,149
136,109,121,134,127,92,62,53,74,142
72,19,59,116,126,56,69,111,128,149
40,69,77,50,51,146,62,140,130,102
124,138,41,116,43,52,132,114,128,57
73,135,114,50,42,107,83,19,116,43
77,62,111,63,102,140,83,128,98,88
148,5,130,98,89,53,92,138,21,155
84,92,3,20,81,124,62,33,128,42
56,123,77,116,149,94,83,126,63,42
95,109,38,74,11,52,83,121,116,155
22,135,126,74,115,92,109,2,10,102
99,104,98,63,102,22,95,77,103,149
103,151,6,107,102,64,62,143,145,31
136,62,121,128,149,87,69,134,20,88
23,92,67,50,88,7,109,135,128,33
107,137,53,74,88,92,139,12,50,45
40,5,103,74,149,125,92,53,128,155
141,62,143,134,142,92,19,137,74,67
56,92,77,101,155,22,62,98,10,149
107,5,102,153,142,118,92,37,98,81
100,135,48,128,73,22,137,74,116,97
38,29,140,10,149,56,62,77,74,42
22,109,135,74,149,92,57,112,116,13
40,123,38,134,142,56,69,73,128,81
56,95,112,103,43,92,5,98,128,81
92,129,111,156,11,140,59,69,74,81
148,129,38,28,155,100,135,53,74,39
107,83,3,101,89,124,92,98,74,42
125,62,114,50,144,107,132,42,74,126
29,5,38,74,154,30,83,109,128,155
141,5,4,116,75,60,85,12,74,43
72,5,77,128,144,107,137,12,21,133
60,29,138,128,43,77,135,3,74,42
38,1,98,128,51,78,62,135,50,88
107,137,12,63,144,38,111,83,128,126
106,92,6,50,24,141,123,132,130,42
23,62,119,128,13,92,69,140,63,81
124,69,126,63,81,23,132,111,128,11
72,62,138,103,97,63,64,4,130,51
140,69,98,130,81,56,123,135,111,97
111,62,38,101,97,148,5,77,50,24
136,137,140,128,97,87,69,121,145,43
124,5,12,130,81,140,62,91,116,44
71,99,53,128,42,146,29,73,74,144
87,62,77,130,81,52,151,53,116,44
100,92,111,10,149,121,62,37,130,102
22,83,98,96,144,56,132,111,50,88
107,138,126,116,43,38,29,109,121,97
125,62,59,128,144,107,152,126,74,42
78,132,98,130,149,92,135,12,50,88
78,83,140,63,97,60,71,126,130,149
107,151,12,74,24,38,62,114,63,51
38,71,77,156,88,84,137,56,10,43
15,83,114,128,144,140,62,91,88,130
16,32,124,50,89,125,62,114,128,24
65,83,56,50,24,125,92,3,10,149
146,92,3,50,149,48,27,140,128,42
51,124,53,116,83,38,104,114,17,149
23,109,125,28,81,64,151,77,50,97
26,29,73,130,75,98,137,138,156,42
106,92,107,130,51,140,83,3,103,149
124,137,77,128,2,71,92,98,140,97
26,138,41,74,39,72,5,4,130,42
38,83,126,96,146,141,132,93,10,149
125,69,52,130,149,22,58,135,128,25
125,58,111,74,127,23,69,140,50,154
77,5,140,145,11,107,83,6,116,81
107,132,108,130,149,87,62,6,86,102
63,29,135,130,149,87,132,6,101,155
56,92,98,74,81,5,78,126,28,11
64,62,41,96,43,98,34,140,116,132
106,104,0,130,42,125,92,140,116,97
23,5,93,130,149,72,62,2,145,51
83,5,72,153,4,22,62,3,111,97
52,132,93,128,144,4,151,135,116,131
125,57,98,128,155,38,135,3,156,126
23,62,4,18,51,55,71,43,50,88
23,69,22,74,2,53,92,38,10,155
140,92,4,50,81,23,19,135,74,49
71,104,102,74,24,78,94,108,63,67
71,119,138,101,72,22,109,148,74,42
124,92,38,10,127,23,62,72,130,51
131,105,74,98,42,120,62,125,128,43
107,90,125,121,33,22,47,126,128,42
22,137,140,74,42,95,132,111,50,155
140,151,77,116,155,22,102,98,10,62
100,62,3,116,127,78,29,125,74,43
100,1,3,74,42,124,132,126,116,97
55,62,43,121,114,146,83,126,128,42
124,62,4,63,42,119,69,107,128,11
81,62,120,130,71,73,58,4,116,97
87,57,112,130,149,107,137,126,10,102
92,83,77,130,43,140,123,135,10,97
107,83,114,10,102,22,132,12,74,39
95,132,53,116,51,38,62,126,145,155
56,83,3,130,144,100,69,48,50,155
72,151,126,130,127,125,123,138,128,81
106,19,111,116,97,2,62,71,74,42
146,62,89,101,2,71,69,135,26,73
71,132,98,128,42,100,62,140,74,144
56,105,126,128,89,40,138,6,134,142
56,57,59,130,102,78,132,41,128,155
124,62,2,28,144,148,92,6,130,36
56,129,125,29,87,38,92,126,130,72
100,92,93,130,42,55,104,135,96,102
71,105,143,74,81,107,77,144,20,69
35,62,114,128,55,141,138,51,101,6
92,62,3,50,155,23,123,22,74,42
118,109,92,50,88,23,83,126,128,42
60,69,53,128,144,106,129,3,74,42
107,109,111,116,97,23,129,42,128,81
95,47,43,130,149,26,119,126,21,97
100,132,111,130,51,77,62,2,128,149
134,132,41,29,81,40,104,114,128,51
26,62,53,50,42,22,104,93,145,13
140,62,6,17,102,48,139,53,96,36
100,137,138,130,81,7,83,53,74,133
77,83,98,96,42,140,132,6,130,36
148,92,121,10,102,77,83,125,130,149
40,69,41,50,97,78,129,98,128,102
110,5,98,134,127,56,27,102,128,51
107,62,37,128,81,100,132,6,103,146
106,137,3,74,144,140,92,83,50,88
92,5,3,103,81,78,62,108,128,42
98,5,136,116,11,52,92,114,19,75
100,137,38,63,87,107,151,77,145,81
107,55,111,128,5,56,29,132,50,34
56,83,88,128,43,141,109,121,50,42
72,5,77,74,42,92,69,41,50,88
40,109,65,116,51,23,83,111,10,149
146,132,111,50,88,145,62,126,55,13
107,72,41,10,42,121,57,77,50,88
131,92,19,130,102,95,83,98,50,8
136,92,59,63,102,56,104,64,21,42
30,69,38,17,102,124,129,137,130,42
124,58,138,74,155,56,148,48,134,144
63,135,12,130,42,98,83,140,50,88
23,27,138,10,102,148,151,38,128,42
124,70,77,28,102,23,58,4,116,73
84,70,108,116,43,71,138,6,145,13
118,62,3,96,55,38,129,19,29,48
107,62,78,130,102,87,5,98,10,149
34,140,29,130,42,125,137,93,128,97
40,29,73,116,51,23,83,6,50,102
47,105,4,63,149,38,119,140,116,31
98,129,64,130,149,72,69,138,128,155
23,32,38,74,42,71,132,114,128,144
71,113,140,74,89,52,92,46,103,127
107,83,98,130,155,38,62,77,145,149
1,132,77,74,42,98,5,124,50,88
56,135,111,74,42,140,83,3,128,88
22,5,4,121,49,46,119,125,50,88
104,23,2,130,102,72,62,92,10,75
23,62,98,116,73,30,113,33,130,149
16,1,140,145,81,52,14,53,63,102
40,92,6,130,51,79,57,91,28,102
107,27,126,10,149,140,132,98,130,102
124,62,3,130,51,38,5,126,116,11
136,92,3,50,127,80,83,51,128,2
9,62,53,145,11,141,113,4,116,97
3,5,92,128,89,125,132,114,50,149
106,123,140,128,89,71,105,125,74,75
124,62,6,128,42,125,92,93,74,43
124,83,2,130,13,71,38,91,10,102
77,5,121,128,11,92,58,53,74,42
56,72,73,145,81,118,83,53,130,144
78,135,38,128,144,100,104,126,74,42
63,113,3,89,55,92,123,2,128,43
66,109,140,156,51,107,104,143,130,81
146,34,84,145,97,94,109,121,50,42
124,151,3,145,81,100,132,4,74,42
22,62,77,130,102,65,5,37,10,149
22,104,19,50,154,111,113,3,133,128
92,83,12,63,155,23,62,111,145,81
38,132,137,74,34,92,62,2,128,155
56,5,41,10,155,137,138,38,116,126
22,5,65,74,51,92,62,12,63,102
131,92,4,156,51,108,132,12,10,39
148,152,140,116,43,95,129,77,50,88
141,62,6,96,19,150,69,0,50,51
121,83,125,96,102,107,129,114,10,155
92,5,143,74,43,4,62,121,145,81
23,113,112,63,102,124,119,4,145,11
150,92,46,10,97,140,151,4,50,127
80,151,48,128,51,94,137,138,74,43
131,129,77,116,43,56,92,98,128,42
106,62,64,128,51,56,92,98,134,142
72,69,138,130,55,124,95,111,50,127
146,137,77,74,102,150,104,26,116,97
148,58,92,130,102,78,109,134,128,144
107,62,114,134,67,102,58,135,130,149
26,1,119,10,51,22,104,98,128,71
64,135,119,128,122,40,62,4,74,81
71,64,140,116,81,92,62,4,130,149
35,92,111,130,149,107,62,98,74,133
71,62,111,17,51,90,151,126,116,11
22,62,12,130,102,98,151,125,10,155
124,69,125,128,42,121,62,111,50,102
78,5,136,128,88,106,32,126,134,102
131,148,22,128,155,71,104,59,130,42
100,62,126,128,33,77,83,0,130,149
38,62,33,98,149,107,132,126,117,51
77,62,140,74,81,107,106,4,145,11
15,109,59,128,34,60,5,63,117,88
78,62,112,130,42,38,132,59,128,123
100,92,33,130,97,38,69,143,128,102
38,109,134,128,42,107,62,77,153,97
125,104,111,116,97,92,132,98,10,102
107,69,126,128,51,38,138,26,74,42
125,2,62,101,81,56,132,6,111,155
118,62,53,128,72,87,19,126,116,51
92,62,98,74,42,56,129,12,10,126
107,135,89,21,144,100,69,114,74,42
23,109,121,111,155,22,72,125,128,11
148,132,12,74,42,84,109,56,130,97
23,5,77,128,33,87,83,98,74,42
23,62,59,128,81,38,72,138,111,55
125,69,98,128,88,41,129,141,96,43
78,62,98,28,155,12,135,41,130,149
22,132,111,49,43,40,137,134,50,81
5,72,12,130,102,98,129,56,128,144
56,132,59,116,43,107,123,3,128,127
72,130,126,92,51,56,109,138,103,149
38,69,114,145,55,77,151,111,128,51
100,83,41,50,102,7,92,126,128,88
87,57,135,10,149,6,92,134,65,155
92,5,26,49,55,9,129,48,130,102
100,92,41,10,149,124,83,2,130,47
42,62,4,50,51,22,95,12,96,24
77,137,134,63,55,38,34,59,145,81
90,130,5,88,52,92,137,135,128,25
141,85,98,74,42,79,109,62,63,11
140,109,135,116,154,82,83,2,134,102
140,62,2,128,155,98,135,41,20,144
56,151,3,116,43,71,62,37,130,155
100,135,114,116,72,124,92,19,128,51
77,151,125,130,13,124,70,135,128,155
124,62,6,10,149,107,151,111,130,127
125,123,112,128,2,92,58,98,156,155
107,137,114,145,13,102,104,135,128,122
140,132,4,10,149,78,104,135,130,102
100,83,98,130,149,84,104,33,18,144
77,92,4,63,155,40,104,98,145,11
148,62,59,96,42,100,92,126,130,102
56,34,77,50,88,52,132,98,74,89
107,132,3,111,155,23,109,84,128,36
87,85,12,50,42,132,140,33,63,97
92,109,83,116,155,124,151,4,63,149
98,69,138,116,97,107,5,64,117,43
148,151,140,65,81,41,62,114,128,42
107,132,126,116,149,124,104,91,49,75
72,69,125,128,97,121,109,4,116,42
40,132,126,128,39,77,5,117,130,155
72,62,98,130,11,22,57,64,10,81
52,106,74,128,102,124,83,77,134,144
100,132,12,50,72,124,92,6,74,154
118,132,0,128,81,53,151,2,116,11
107,62,77,50,88,60,105,111,101,81
22,92,6,117,97,141,83,4,28,43
92,137,141,81,10,95,129,2,128,13
106,137,138,10,149,84,129,4,128,51
100,69,65,103,81,107,113,53,128,155
71,69,102,50,91,38,83,126,128,81
136,92,4,145,97,118,132,126,63,44
136,135,98,74,42,56,58,140,10,149
131,105,114,116,149,94,147,138,130,155
124,92,3,103,31,155,135,107,20,91
80,123,56,128,42,87,109,121,95,152
99,132,138,50,97,124,104,114,128,123
148,62,2,128,43,123,5,53,63,42
95,135,41,116,51,23,62,12,74,81
136,69,132,128,42,124,152,6,130,149
125,34,135,50,88,60,137,14,128,42
22,5,65,156,122,72,137,138,128,51
68,105,6,116,51,107,62,108,20,115
141,62,2,101,43,107,92,137,28,88
22,104,98,128,25,72,132,125,26,44
107,104,19,134,149,98,62,138,128,43
132,34,126,128,43,124,69,107,116,51
140,1,33,145,13,146,47,41,65,75
100,62,114,128,88,143,5,49,121,142
146,92,114,116,81,72,109,140,74,144
64,62,126,156,144,38,132,4,128,155
98,137,138,130,102,12,151,111,74,42
79,69,137,10,97,2,62,135,116,126
92,138,77,153,72,140,62,37,50,88
53,83,4,116,97,146,69,38,74,42
95,113,88,128,55,65,62,53,74,39
131,151,137,128,2,124,62,3,130,26
125,92,12,103,102,56,105,4,128,75
51,23,140,96,104,56,29,135,130,149
134,5,111,128,43,40,92,112,116,55
124,92,98,156,88,79,138,69,128,72
71,147,93,50,51,92,64,103,129,102
72,62,4,74,123,107,132,114,130,149
125,29,6,134,144,26,119,135,121,149
131,92,137,89,51,106,37,69,156,155
124,132,77,128,97,148,83,121,130,11
30,135,108,130,102,38,69,138,50,24
78,151,138,130,149,7,109,121,21,144
23,54,98,130,42,125,5,3,10,102
7,104,12,130,149,98,138,83,116,51
107,137,3,134,31,62,69,140,10,127
72,148,138,28,42,84,119,2,145,97
38,132,114,50,24,23,72,135,65,51
137,5,37,74,97,77,113,2,134,43
148,138,106,63,31,87,137,125,74,88
22,109,98,128,97,64,83,2,116,81
141,29,108,153,127,150,152,59,20,31
100,5,53,128,51,124,83,102,130,13
56,95,114,96,47,107,29,125,50,42
136,135,137,128,155,7,119,125,121,49
95,83,126,128,42,107,69,73,89,97
126,62,56,128,25,87,92,33,96,149
107,62,4,74,127,100,138,77,10,155
141,62,126,128,88,46,151,138,96,149
55,129,33,96,154,38,132,12,50,149
141,132,53,101,51,136,109,98,74,42
7,62,98,130,72,35,34,143,10,81
26,92,3,50,42,121,69,135,74,97
56,137,3,130,127,78,62,98,10,24
141,54,77,10,155,56,62,53,121,11
56,62,98,49,133,107,132,4,128,144
87,109,121,128,43,56,69,100,74,88
77,69,135,96,102,79,83,126,128,154
22,132,98,145,97,84,5,0,116,47
87,69,135,128,11,57,34,77,156,155
56,69,0,130,102,92,152,138,116,51
136,119,135,10,15,146,132,65,130,149
110,139,126,116,81,65,109,138,128,144
71,69,3,10,102,100,62,123,128,42
84,57,6,10,149,107,132,114,128,81
79,109,125,98,81,80,139,59,116,97
106,135,91,145,55,23,62,37,20,31
107,92,126,130,149,56,129,6,103,42
40,152,114,130,149,77,62,134,98,144
72,109,139,74,42,22,148,4,50,155
23,5,37,63,102,77,129,2,28,42
106,92,77,145,155,141,129,2,128,102
65,5,41,128,43,136,92,59,74,155
100,5,77,116,97,140,105,33,10,149
98,62,92,128,142,118,59,83,50,81
78,57,126,74,51,131,62,137,130,43
77,92,56,128,42,100,62,6,10,36
23,109,121,74,51,56,132,77,103,127
140,19,87,145,97,23,57,3,116,42
136,69,125,153,42,118,137,92,74,88
78,138,4,130,149,10,135,137,92,102
84,109,125,128,42,92,135,126,10,149
22,139,126,117,97,63,29,107,128,155
22,137,92,145,97,52,27,48,103,11
71,5,4,74,42,72,104,98,116,155
87,5,114,116,43,106,151,126,130,149
77,1,140,18,117,92,19,111,134,144
23,92,125,130,102,60,69,91,10,42
62,100,41,49,11,38,5,6,128,75
146,92,98,10,149,22,69,77,20,81
87,135,6,145,13,92,62,4,50,149
26,1,111,50,107,65,132,53,128,51
67,104,56,134,149,84,62,126,10,81
72,34,77,130,42,55,92,59,96,149
124,92,98,130,102,22,129,83,128,51
23,92,126,128,45,131,109,124,63,154
107,62,3,128,51,92,69,6,130,35
23,132,41,128,81,124,92,98,130,51
22,83,33,116,144,38,132,6,130,102
77,62,4,74,127,141,69,140,50,97
107,58,4,128,144,38,109,3,74,36
140,62,114,116,11,48,92,53,50,81
26,62,4,20,144,140,69,3,28,57
100,71,111,10,97,107,83,108,116,55
146,113,89,128,55,79,69,98,130,149
125,92,77,134,36,148,62,3,145,97
141,132,3,74,39,148,109,92,116,43
98,129,135,128,97,92,5,126,74,42
46,137,125,10,149,148,92,38,101,55
40,62,114,128,144,98,132,140,50,42
124,69,89,128,42,56,92,3,50,102
92,83,114,74,42,107,62,81,128,6
124,62,143,10,149,38,132,12,111,47
23,69,59,128,155,78,62,3,10,43
54,132,77,74,42,56,62,111,128,144
98,92,4,145,13,40,83,6,116,11
107,29,38,116,81,146,109,82,130,11
118,104,77,28,155,131,62,111,96,81
100,29,135,50,55,52,109,121,21,155
141,62,33,128,42,56,69,98,74,102
125,132,143,50,102,72,123,56,130,155
124,19,114,128,51,55,62,38,130,24
77,92,12,130,102,71,69,41,128,155
102,92,98,145,81,15,71,143,116,149
131,29,135,145,97,148,62,77,130,44
38,151,126,10,89,124,137,138,101,155
40,62,77,74,154,124,5,126,63,72
23,135,41,74,42,78,83,38,116,97
141,5,98,74,42,72,83,93,116,55
124,69,135,128,55,146,137,64,20,72
78,135,111,128,149,52,1,126,74,42
148,92,56,74,2,111,69,125,116,97
107,62,41,50,88,118,92,111,10,42
87,119,3,130,36,38,147,53,50,102
63,69,114,38,11,53,132,12,116,81
40,92,144,74,126,77,62,111,116,31
119,62,59,128,97,77,27,37,50,24
92,62,59,20,13,52,69,135,145,2
107,137,140,130,97,124,69,135,50,24
84,5,77,145,39,98,62,50,93,133
95,152,134,10,102,6,5,63,130,149
52,19,132,128,144,92,62,126,18,75
9,14,114,63,35,124,129,51,98,116
100,132,111,116,97,92,138,77,10,127
92,62,6,116,97,120,129,98,130,136
56,27,41,128,81,40,123,138,74,149
87,62,3,50,88,65,119,135,116,146
25,62,4,130,102,107,132,120,50,88
107,123,125,28,51,22,132,126,130,149
15,19,140,130,81,63,132,98,89,43
106,69,12,10,149,40,152,65,50,24
124,151,143,128,149,140,70,93,145,13
7,129,140,101,43,146,62,6,103,42
106,132,19,128,24,23,119,3,121,154
107,5,140,130,102,56,58,4,128,42
146,62,91,10,127,38,151,6,20,144
22,92,108,101,43,131,132,4,10,149
42,5,4,130,149,72,109,38,128,39
78,113,108,21,102,23,133,135,96,29
30,92,2,50,24,54,42,137,101,57
141,123,37,50,144,56,62,41,128,102
56,83,6,128,42,22,69,126,116,97
38,104,6,116,51,72,57,4,74,42
124,151,4,128,81,92,132,6,63,127
107,64,6,153,146,72,5,3,116,126
92,62,2,116,42,87,137,38,10,51
125,123,135,134,81,2,64,5,96,149
107,62,59,130,102,134,138,4,145,97
40,5,108,50,33,118,47,111,116,51
107,151,41,128,11,56,148,4,121,51
